Producto;Fecha;Precio AND (€/Kg);Precio MAD (€/Kg);Valor AND (miles €);Valor MAD (miles €);Volumen AND (miles kg);Volumen MAD (miles kg);Precio CLM (€/Kg);Precio CYL (€/Kg);Precio CAT (€/Kg);Valor CLM (miles €);Valor CYL (miles €);Valor CAT (miles €);Volumen CLM (miles kg);Volumen CYL (miles kg);Volumen CAT (miles kg);Poblacion AND;Poblacion MAD;Poblacion CLM;Poblacion CYL;Poblacion CAT
BROCOLI;11/2018;1.588;1.794;1185.145;1144.611;746.085;637.982;1.409;1.305;1.484;271.574;330.676;1753.464;192.684;253.471;1181.421;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
ALCACHOFAS;11/2018;2.969;3.92;644.998;363.763;217.208;92.797;3.06;3.126;2.884;161.132;106.199;947.327;52.655;33.968;328.422;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
APIO;11/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
COLIFLOR;11/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PUERRO;11/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
NARANJAS;11/2018;0.943;0.98;7808.924;9024.686;8277.218;9209.617;0.934;0.949;1.077;2266.366;4080.163;10463.74;2427.759;4300.68;9715.314;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MANDARINAS;11/2018;1.244;1.278;8800.727;7860.817;7072.856;6152.459;1.155;1.158;1.321;2431.346;2627.717;10384.16;2104.929;2269.245;7861.862;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
LIMONES;11/2018;1.649;1.715;2051.354;1924.673;1244.176;1122.395;1.673;1.687;1.775;497.225;891.465;2541.453;297.203;528.349;1431.902;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PLATANOS;11/2018;1.525;1.669;12101.29;10305.34;7933.905;6173.036;1.605;1.539;1.735;3319.323;3544.513;12756.71;2068.556;2302.627;7351.972;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MANZANAS;11/2018;1.46;1.484;8774.045;7902.38;6009.981;5324.307;1.44;1.345;1.478;2991.864;3093.337;10002.41;2077.821;2299.76;6769.519;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PERAS;11/2018;1.494;1.482;5061.199;4648.392;3387.564;3135.659;1.435;1.424;1.595;1437.626;2133.142;4964.42;1001.84;1497.552;3113.15;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MELOCOTONES;11/2018;2.07;2.108;783.51;1224.797;378.472;580.889;2.123;2.268;2.32;123.988;320.079;1735.948;58.39;141.133;748.161;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
NECTARINAS;11/2018;1.007;1.43;138.956;170.575;138.044;119.31;1.274;1.009;1.1;17.707;22.994;18.915;13.895;22.784;17.199;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
ALBARICOQUES;11/2018;2.497;1.484;111.618;12.795;44.699;8.623;0.0;1.247;1.767;0.0;9.926;90.204;0.0;7.96;51.043;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
FRESAS/FRESON;11/2018;2.969;2.033;370.925;462.288;124.919;227.359;2.013;4.113;2.585;95.79;218.154;508.235;47.595;53.036;196.604;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MELON;11/2018;1.27;1.302;2053.031;2324.652;1616.23;1785.215;1.438;1.34;1.676;488.444;1024.375;2257.323;339.601;764.544;1347.188;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
SANDIA;11/2018;1.006;0.909;86.432;162.828;85.883;179.119;1.383;1.479;1.14;50.113;1302.524;220.886;36.223;880.611;193.741;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CIRUELAS;11/2018;1.66;2.072;699.628;1109.325;421.338;535.338;1.876;2.047;2.006;169.958;177.3;794.234;90.613;86.606;395.869;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CEREZAS;11/2018;5.548;5.143;220.927;113.547;39.821;22.079;14.509;7.849;5.638;7.427;1.937;481.023;0.512;0.247;85.325;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
UVAS;11/2018;2.539;2.458;5038.562;3666.311;1984.309;1491.57;2.419;2.528;2.528;812.901;1253.083;6302.847;336.018;495.735;2493.071;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
KIWI;11/2018;3.104;2.727;5552.966;4922.576;1788.981;1804.866;3.217;2.992;3.217;1226.664;2436.208;6443.545;381.324;814.216;2003.195;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
AGUACATE;11/2018;2.919;2.971;2691.856;2188.423;922.065;736.527;3.273;2.975;2.749;514.804;423.35;2848.12;157.282;142.292;1036.209;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PIÑA;11/2018;1.294;1.415;1489.923;1233.167;1151.077;871.284;1.073;1.095;1.397;312.74;542.973;1637.727;291.502;495.82;1172.397;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
POMELO;11/2018;1.833;1.62;259.362;197.342;141.494;121.844;1.721;1.586;1.942;31.143;33.073;423.009;18.101;20.857;217.812;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CHIRIMOYA;11/2018;0.0;1.598;0.0;8.511;0.0;5.326;0.0;1.05;0.0;0.0;3.697;0.0;0.0;3.521;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MANGO;11/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
TOMATES;12/2018;1.573;1.778;10320.62;9560.457;6561.677;5376.726;1.639;1.802;2.019;2511.323;2800.18;14329.6;1532.593;1554.302;7098.485;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CEBOLLAS;12/2018;1.042;1.191;4315.679;3950.297;4142.901;3316.15;1.058;1.11;1.201;752.091;1345.999;5802.744;710.703;1212.452;4831.609;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
AJOS;12/2018;3.934;4.343;1811.313;1458.765;460.463;335.876;3.37;3.891;4.51;374.694;626.773;1760.537;111.181;161.082;390.396;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
COLES;12/2018;1.288;1.227;867.722;965.17;673.439;786.73;1.257;1.07;1.279;324.23;465.704;1457.541;257.914;435.372;1139.967;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PEPINOS;12/2018;1.406;1.489;851.329;776.128;605.528;521.353;1.423;1.603;1.628;251.356;290.52;855.764;176.611;181.196;525.731;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
JUDIAS VERDES;12/2018;2.651;2.181;1693.486;2498.413;638.82;1145.718;2.325;2.577;3.223;450.111;580.656;3837.669;193.584;225.364;1190.63;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PIMIENTOS;12/2018;1.845;1.972;4018.942;3741.914;2177.9;1897.425;1.828;1.913;2.088;1056.338;1415.1;4479.456;577.715;739.794;2144.9;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CHAMPIÑONES+O.SETAS;12/2018;4.239;4.031;2810.22;3907.167;662.899;969.323;4.154;3.988;5.754;1453.574;805.585;6128.674;349.955;202.0;1065.048;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
LECHUGA/ESC./ENDIVIA;12/2018;2.89;3.147;5317.517;4053.261;1839.992;1287.961;2.989;2.526;2.931;1023.051;2011.867;6781.044;342.301;796.409;2313.446;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
ESPARRAGOS;12/2018;2.705;3.663;525.805;619.586;194.388;169.141;2.718;4.846;2.161;144.787;123.674;532.75;53.266;25.519;246.575;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
VERDURAS DE HOJA;12/2018;2.35;2.729;1294.714;1467.503;551.03;537.711;2.756;2.899;2.614;422.637;351.851;2235.394;153.346;121.38;855.252;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
BERENJENAS;12/2018;1.681;1.636;1142.303;779.248;679.351;476.357;1.59;1.591;1.696;591.466;229.336;1314.129;371.939;144.162;774.693;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
ZANAHORIAS;12/2018;0.844;0.889;1720.679;1498.165;2039.351;1685.444;0.809;0.85;1.03;307.901;606.832;1890.837;380.692;714.234;1836.41;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CALABACINES;12/2018;1.538;1.48;2681.222;2942.999;1743.842;1988.109;1.622;1.493;1.672;727.013;743.598;3251.946;448.336;498.092;1944.697;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
BROCOLI;12/2018;1.544;1.443;1025.48;1050.496;664.366;727.93;1.448;1.497;1.35;165.238;243.236;1640.469;114.102;162.486;1215.531;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
ALCACHOFAS;12/2018;1.962;2.193;1248.455;817.23;636.413;372.632;2.07;2.69;2.342;211.581;172.028;2802.554;102.189;63.956;1196.676;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
APIO;12/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
COLIFLOR;12/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PUERRO;12/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
NARANJAS;12/2018;0.875;0.895;8273.713;9414.403;9455.035;10517.43;0.978;0.858;1.032;3199.037;4287.885;11117.04;3269.507;4996.445;10774.46;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MANDARINAS;12/2018;1.175;1.252;7589.8;9262.696;6461.36;7399.382;1.092;1.133;1.218;2039.941;3128.685;10589.84;1867.983;2761.298;8691.056;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
LIMONES;12/2018;1.394;1.57;1923.228;2111.023;1379.975;1344.466;1.373;1.545;1.611;453.708;874.2;2358.149;330.393;565.99;1463.987;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PLATANOS;12/2018;1.558;1.686;10716.59;10139.78;6876.254;6015.331;1.583;1.611;1.768;3189.831;3628.207;12109.89;2015.585;2251.924;6851.317;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MANZANAS;12/2018;1.462;1.495;7281.725;7823.229;4980.333;5232.542;1.356;1.337;1.433;1594.416;2547.222;8556.731;1176.165;1904.533;5971.232;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PERAS;12/2018;1.44;1.405;3705.623;4631.955;2573.66;3297.291;1.416;1.447;1.536;1040.584;1584.404;4423.234;734.852;1094.792;2880.281;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MELOCOTONES;12/2018;2.408;2.738;54.456;30.824;22.612;11.257;0.0;2.543;1.153;0.0;9.008;93.039;0.0;3.542;80.684;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
NECTARINAS;12/2018;0.813;1.197;218.865;97.453;269.173;81.395;1.226;1.009;1.186;66.601;46.204;119.633;54.309;45.77;100.913;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
ALBARICOQUES;12/2018;2.363;1.027;120.642;62.881;51.065;61.221;0.988;0.993;1.926;2.383;2.231;11.174;2.411;2.248;5.803;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
FRESAS/FRESON;12/2018;4.846;3.95;853.332;674.475;176.087;170.734;5.201;4.482;3.287;260.186;117.485;779.787;50.024;26.214;237.198;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MELON;12/2018;1.249;1.734;2073.186;1581.462;1659.784;911.976;1.466;1.636;1.741;390.933;608.47;2836.019;266.705;371.97;1629.099;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
SANDIA;12/2018;2.076;1.504;4.445;27.062;2.141;17.993;0.0;1.291;1.003;0.0;2.906;28.408;0.0;2.25;28.31;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CIRUELAS;12/2018;2.018;1.691;187.728;214.832;93.037;127.067;1.154;2.298;1.933;46.401;30.966;183.382;40.215;13.477;94.892;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CEREZAS;12/2018;3.573;7.642;138.246;267.22;38.69;34.965;1.703;6.062;7.44;75.287;75.094;258.429;44.216;12.388;34.736;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
UVAS;12/2018;2.54;2.54;4337.781;4104.825;1708.024;1615.88;2.543;2.61;2.954;852.252;1411.772;5842.225;335.087;540.991;1977.778;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
KIWI;12/2018;2.941;2.728;4476.24;4575.171;1522.085;1677.186;2.601;2.819;3.023;1036.942;1973.008;5275.022;398.608;699.859;1745.038;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
AGUACATE;12/2018;3.027;3.085;2705.021;2355.258;893.552;763.427;2.945;3.43;3.194;514.346;699.784;2504.087;174.648;203.998;784.023;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
PIÑA;12/2018;1.164;1.357;2325.688;2959.016;1997.51;2180.441;1.094;1.143;1.508;702.403;1236.869;3976.159;642.268;1082.328;2636.492;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
POMELO;12/2018;1.861;1.812;227.01;233.396;121.973;128.772;1.72;1.381;1.598;34.866;75.372;327.835;20.266;54.577;205.183;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
CHIRIMOYA;12/2018;6.891;2.272;6.754;9.975;0.98;4.391;0.0;0.0;1.6;0.0;0.0;2.375;0.0;0.0;1.484;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
MANGO;12/2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.384.408;6.578.079;2.026.807;2.409.164;7.600.065
TOMATES;01/2019;1.568;1.818;11241.14;10927.65;7168.704;6010.955;1.776;1.666;1.941;3435.372;2839.819;14640.87;1934.465;1704.141;7541.839;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CEBOLLAS;01/2019;1.084;1.11;5040.305;4045.326;4650.479;3645.923;1.136;1.154;1.213;969.745;1345.6;6481.083;853.342;1166.061;5344.647;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
AJOS;01/2019;3.558;3.95;2153.965;1539.839;605.431;389.825;3.687;3.973;4.108;357.088;639.057;1803.765;96.847;160.844;439.069;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
COLES;01/2019;1.23;1.219;1107.029;1488.2;899.818;1220.899;1.124;1.133;1.307;430.5;582.696;1860.932;382.993;514.127;1423.444;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PEPINOS;01/2019;1.525;1.627;937.684;1136.031;614.931;698.171;1.6;1.68;1.66;420.754;234.832;1006.268;263.05;139.8;606.113;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
JUDIAS VERDES;01/2019;3.144;2.896;2111.207;2398.685;671.428;828.3;3.384;3.381;3.91;744.104;561.477;4603.017;219.877;166.047;1177.369;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PIMIENTOS;01/2019;1.908;1.947;5156.758;4617.383;2703.362;2371.701;1.944;1.947;1.888;1399.0;1713.223;5430.655;719.683;880.088;2876.382;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CHAMPIÑONES+O.SETAS;01/2019;3.93;3.941;3781.585;3336.664;962.274;846.548;3.988;3.499;3.846;1050.997;924.927;3702.66;263.534;264.336;962.799;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
LECHUGA/ESC./ENDIVIA;01/2019;2.76;2.945;6387.343;4683.371;2314.534;1590.114;2.804;2.301;2.994;1381.666;1984.069;7258.303;492.728;862.39;2424.211;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
ESPARRAGOS;01/2019;4.626;2.896;653.568;838.128;141.293;289.416;5.595;4.145;1.899;164.956;57.244;800.827;29.484;13.81;421.738;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
VERDURAS DE HOJA;01/2019;2.465;2.612;1721.495;2068.014;698.495;791.885;2.381;2.655;2.337;514.554;547.166;2334.701;216.103;206.088;999.007;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
BERENJENAS;01/2019;2.023;2.276;1459.212;1043.428;721.217;458.465;2.489;2.169;2.24;422.898;269.508;1855.38;169.912;124.24;828.201;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
ZANAHORIAS;01/2019;0.875;0.819;2039.264;1634.602;2331.596;1994.798;0.859;0.838;0.985;442.6;723.776;2232.571;515.154;863.497;2267.47;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CALABACINES;01/2019;1.814;1.784;4190.469;3710.365;2309.765;2080.035;1.807;1.735;1.884;934.011;1082.262;4289.661;516.924;623.706;2277.1;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
BROCOLI;01/2019;1.475;1.573;1383.733;1320.887;938.18;839.963;1.562;1.643;1.121;465.249;566.368;1822.584;297.845;344.812;1626.069;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
ALCACHOFAS;01/2019;1.836;1.932;2190.764;2317.515;1193.099;1199.303;2.011;2.132;2.118;491.128;496.217;5722.376;244.263;232.72;2701.257;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
APIO;01/2019;1.585;1.441;639.697;418.21;403.629;290.21;1.821;1.602;1.293;65.446;131.264;864.425;35.941;81.95;668.558;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
COLIFLOR;01/2019;1.387;1.399;809.56;484.206;583.551;346.006;1.542;1.161;1.483;220.783;222.336;705.824;143.158;191.524;475.789;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PUERRO;01/2019;2.59;2.498;2028.567;2031.152;783.22;812.95;2.714;3.236;2.56;353.673;773.759;1914.772;130.314;239.104;747.816;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
NARANJAS;01/2019;0.798;0.86;10998.4;12252.98;13785.09;14254.81;0.829;0.831;0.933;3378.131;5912.738;13654.58;4072.949;7111.919;14638.45;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
MANDARINAS;01/2019;1.154;1.249;8869.587;9748.34;7686.237;7804.8;1.146;1.18;1.249;3025.248;3583.387;10559.33;2639.864;3035.926;8454.993;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
LIMONES;01/2019;1.307;1.485;1815.639;1741.727;1388.814;1173.166;1.438;1.554;1.582;357.408;929.579;2243.016;248.479;598.313;1417.872;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PLATANOS;01/2019;1.54;1.743;12447.68;11651.91;8083.393;6685.134;1.576;1.551;1.788;3642.665;3928.05;14227.98;2311.094;2531.91;7955.375;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
MANZANAS;01/2019;1.389;1.454;8375.024;8442.103;6030.797;5804.725;1.477;1.292;1.413;2347.343;3246.312;9555.861;1589.493;2513.21;6760.486;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PERAS;01/2019;1.386;1.448;4020.156;4713.141;2899.547;3255.812;1.453;1.338;1.438;1118.947;1766.226;4740.488;770.088;1319.695;3296.17;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
MELOCOTONES;01/2019;2.221;0.99;42.652;4.885;19.206;4.931;0.0;1.382;1.113;0.0;14.766;53.672;0.0;10.681;48.236;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
NECTARINAS;01/2019;1.026;1.284;254.912;138.355;248.522;107.725;1.512;1.405;1.788;19.386;26.611;234.362;12.825;18.945;131.104;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
ALBARICOQUES;01/2019;1.557;1.808;36.388;77.701;23.366;42.987;1.337;1.423;1.225;52.994;14.317;44.558;39.629;10.063;36.363;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
FRESAS/FRESON;01/2019;3.942;3.307;4127.391;3851.908;1046.963;1164.604;3.915;3.976;3.848;1056.454;1118.399;5508.895;269.858;281.309;1431.65;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
MELON;01/2019;1.485;1.569;1276.083;1406.048;859.051;896.078;1.534;1.482;1.818;217.239;445.186;1756.721;141.571;300.466;966.379;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
SANDIA;01/2019;1.985;3.571;12.594;18.806;6.344;5.266;0.0;1.59;1.718;0.0;7.607;31.279;0.0;4.785;18.202;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CIRUELAS;01/2019;2.185;1.246;189.045;146.35;86.501;117.5;2.273;1.893;2.364;35.465;16.966;242.317;15.603;8.962;102.491;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CEREZAS;01/2019;3.028;3.523;62.826;71.899;20.749;20.409;1.239;7.568;10.432;2.161;114.608;244.216;1.745;15.144;23.411;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
UVAS;01/2019;2.864;2.712;2237.208;2315.287;781.207;853.779;2.702;2.891;3.354;596.865;727.729;3030.669;220.933;251.697;903.549;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
KIWI;01/2019;2.851;2.826;4129.351;5873.819;1448.39;2078.765;2.851;2.887;2.864;1228.538;2002.681;4958.816;430.926;693.601;1731.294;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
AGUACATE;01/2019;3.2;3.292;3240.216;2274.127;1012.652;690.843;3.306;3.449;3.209;603.829;782.595;2733.804;182.652;226.932;851.825;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PIÑA;01/2019;1.371;1.462;1852.281;2230.925;1350.746;1526.116;1.266;1.253;1.647;311.149;1008.86;2530.699;245.73;805.316;1536.456;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
POMELO;01/2019;1.512;1.548;177.269;134.822;117.228;87.091;1.714;2.141;1.626;75.817;444.584;251.382;44.238;207.693;154.618;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CHIRIMOYA;01/2019;0.0;1.25;0.0;12.111;0.0;9.689;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
MANGO;01/2019;2.511;2.897;1148.84;1312.714;457.608;453.163;2.881;3.034;2.764;328.742;203.573;1153.277;114.123;67.09;417.176;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
TOMATES;02/2019;1.537;1.772;10227.79;10432.08;6653.465;5888.001;1.692;1.747;1.9;2876.966;2842.644;14185.03;1699.993;1627.075;7464.325;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CEBOLLAS;02/2019;1.149;1.207;4927.67;4100.478;4289.578;3396.437;1.115;1.17;1.298;871.425;1288.328;6316.857;781.238;1101.483;4867.912;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
AJOS;02/2019;3.813;4.208;1529.908;1215.762;401.214;288.9;3.803;3.981;4.474;326.572;456.523;2278.266;85.875;114.668;509.211;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
COLES;02/2019;1.258;1.35;835.782;1180.277;664.509;873.97;1.267;1.221;1.253;210.827;545.646;1589.378;166.438;446.756;1268.158;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PEPINOS;02/2019;1.658;1.912;1052.191;870.187;634.761;455.021;1.922;1.886;1.835;345.218;367.606;1233.448;179.657;194.924;672.308;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
JUDIAS VERDES;02/2019;4.06;3.631;2089.59;2076.605;514.674;571.92;3.939;4.115;4.918;639.472;637.908;4403.407;162.342;155.036;895.361;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PIMIENTOS;02/2019;1.839;1.953;4428.432;4711.496;2408.427;2412.034;1.913;1.958;2.016;1227.58;1814.464;5642.823;641.827;926.492;2799.647;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CHAMPIÑONES+O.SETAS;02/2019;3.369;3.97;3401.474;2991.733;1009.733;753.627;4.161;3.574;3.607;922.064;884.562;3044.828;221.623;247.495;844.237;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
LECHUGA/ESC./ENDIVIA;02/2019;2.808;3.072;6243.701;4090.36;2223.795;1331.593;2.844;2.582;2.901;1226.147;1901.557;7501.087;431.082;736.428;2585.568;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
ESPARRAGOS;02/2019;3.079;2.579;468.143;968.816;152.045;375.694;2.892;4.527;1.323;323.71;97.915;1191.595;111.948;21.631;900.414;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
VERDURAS DE HOJA;02/2019;2.267;2.34;1830.51;2116.546;807.315;904.401;2.31;2.759;2.218;449.585;538.888;2518.009;194.602;195.311;1135.024;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
BERENJENAS;02/2019;1.693;1.89;1209.593;1197.093;714.467;633.233;2.816;1.864;1.841;490.185;310.922;1970.722;174.085;166.781;1070.464;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
ZANAHORIAS;02/2019;0.871;0.855;1715.124;1573.139;1969.664;1839.113;0.848;0.812;1.008;409.385;601.097;2029.424;482.692;740.148;2013.88;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
CALABACINES;02/2019;1.549;1.558;3616.042;4001.721;2333.755;2568.577;1.484;1.618;1.587;901.394;1008.969;4100.195;607.374;623.652;2583.879;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
BROCOLI;02/2019;1.395;1.852;1284.093;1431.062;920.804;772.524;2.182;1.651;1.441;546.132;401.128;1771.388;250.234;243.004;1228.903;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
ALCACHOFAS;02/2019;1.634;1.748;2345.574;2275.123;1435.608;1301.532;1.703;1.631;1.745;394.898;664.865;6338.892;231.93;407.564;3632.971;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
APIO;02/2019;1.573;1.672;579.104;313.631;368.15;187.542;1.798;1.637;1.33;44.222;127.873;721.716;24.591;78.099;542.538;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
COLIFLOR;02/2019;1.188;1.141;826.428;559.315;695.594;490.286;1.198;1.112;1.187;165.784;300.055;636.76;138.331;269.92;536.412;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
PUERRO;02/2019;2.594;2.381;1628.78;1847.938;627.846;776.278;2.758;2.676;2.277;308.35;762.083;1572.232;111.8;284.746;690.613;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
NARANJAS;02/2019;0.821;0.845;11173.81;10196.3;13604.71;12071.05;0.798;0.802;0.919;3393.801;5400.255;13505.33;4254.812;6729.326;14698.53;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
MANDARINAS;02/2019;1.32;1.393;6402.871;8586.532;4849.204;6164.768;1.305;1.354;1.47;2643.846;3161.136;10855.44;2025.249;2334.67;7384.757;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
LIMONES;02/2019;1.634;1.417;1936.454;1729.955;1185.408;1221.115;1.347;1.479;1.611;433.282;801.817;2093.53;321.754;542.187;1299.154;8.414.240;6.663.394;2.032.863;2.399.548;7.675.217
